cust_id,pred_prob
1,0.007909106267808032
2,0.012203732341581775
3,0.15574465862667453
4,0.03971947794207629
5,0.0553674883584753
6,0.0023182477655629727
7,0.02015347518425273
8,0.01315501577781922
9,0.06026070626020684
10,0.01788911490348873
11,0.0636354959441443
12,0.0247953044842139
13,0.022197849577254593
14,0.028285174913269744
15,0.0039540432823213165
16,0.014588725725208954
17,0.07660177401087483
18,0.03202075416349383
19,0.008010933513241841
20,0.028537790947649775
21,0.033785192148340866
22,0.027924545274318865
23,0.016505289777577686
24,0.0307237613352995
25,0.010700558047370537
26,0.017062906897140382
27,0.002713916613981714
28,0.013215289820239064
29,0.09307645071147809
30,0.09275849947831283
31,0.0018093249127622217
32,0.01216502586154934
33,0.032612833255036604
34,0.0033976751463873772
35,0.026059928084824942
36,0.02329219164965449
37,0.0016028959894054083
38,0.017727791209796492
39,0.014430516184971575
40,0.06249376626534277
41,0.018913182714435182
42,0.0025047741894025153
43,0.008466626312819534
44,0.002567024176470939
45,0.009246699311846662
46,0.005899446274045495
47,0.007321704472385405
48,0.08214483326961594
49,0.013646911746122776
50,0.012867244678302907
51,0.041503295997459284
52,0.01462551749209743
53,0.02105128341528977
54,0.011555281958349357
55,0.015493239316139282
56,0.04721968575942642
57,0.030474048413012243
58,0.02868203988118685
59,0.004302709579321445
60,0.016909472810218526
61,0.05587684410336619
62,0.002898772136517891
63,0.0053771505987181955
64,0.0663797748928097
65,0.024509160133340462
66,0.00797573224605615
67,0.030627044001425987
68,0.1263360401763642
69,0.20824063102764248
70,0.04632483236395103
71,0.01598349401365669
72,0.013987942489018202
73,0.033545914249364116
74,0.022127536872701806
75,0.0022019343126019656
76,0.0031066197555973804
77,0.002252018894957657
78,0.016745214008864213
79,0.010901455292351871
80,0.11275799976723558
81,0.0026933425177727613
82,0.039830477631197736
83,0.021471260604571468
84,0.054609152411965046
85,0.05128187662493135
86,0.03108361690817804
87,0.012873854297261502
88,0.028207929682666617
89,0.08263225216285275
90,0.01721151242327755
91,0.02527923449993731
92,0.03536620649303385
93,0.010802455365357604
94,0.04210697775301091
95,0.005703825127657296
96,0.003318679017619988
97,0.003639614914340561
98,0.032174450331283404
99,0.018944647453575682
100,0.04678512529159093
101,0.028819280964199643
102,0.056814536842410925
103,0.01237233675692257
104,0.03221158889760547
105,0.0038116342913060287
106,0.05677089861605803
107,0.013266362833680103
108,0.19836193100783894
109,0.004956228469330411
110,0.005899469640423817
111,0.00865688317697003
112,0.0720036202697463
113,0.05099529386649318
114,0.02660851377161022
115,0.010332907075163992
116,0.013302272247486901
117,0.011908675130948405
118,0.002382150506739794
119,0.01951709256903907
120,0.01038158462912754
121,0.0038920470867478724
122,0.1889633760966293
123,0.02936659427653016
124,0.0024308828679561285
125,0.002310724020895581
126,0.058940960777064566
127,0.002995154644629043
128,0.0027594846375026223
129,0.027002712964705973
130,0.07527172649966087
131,0.013095827513929
132,0.023541842346924503
133,0.11968591399675033
134,0.24993877377646123
135,0.047777557905748044
136,0.05097912664625255
137,0.053748720749790535
138,0.038179697527695025
139,0.01302696969523285
140,0.020722138786453702
141,0.02867464140975716
142,0.004209789478788916
143,0.007891762348371696
144,0.015359710425060258
145,0.05099060237456877
146,0.0077683327726158595
147,0.0038741956442312764
148,0.007372700475309539
149,0.08207718509388522
150,0.018474297992850386
151,0.022193247001419808
152,0.05446929201896669
153,0.020301679567341156
154,0.007755162237062707
155,0.005181570664399345
156,0.10612649154201408
157,0.06712842956525297
158,0.08649245617578576
159,0.0053311796945563275
160,0.1549816680743902
161,0.04771089262948233
162,0.07530195003172016
163,0.07915713083283163
164,0.08002662968684596
165,0.0318173209898129
166,0.08339006120149918
167,0.055634446190406035
168,0.01203216243957276
169,0.05205655081061459
170,0.06137086194767907
171,0.01798330234968694
172,0.026475907781701148
173,0.05894030069458007
174,0.004518213917145259
175,0.028192747882993523
176,0.012048177444851453
177,0.004218858402292945
178,0.0018486314130368834
179,0.08825603786761368
180,0.003035066636200626
181,0.021582157818730893
182,0.05142392719133741
183,0.07580707069316303
184,0.011005573583538382
185,0.01006145948222937
186,0.015693816445995372
187,0.07600405753457673
188,0.05660985312290127
189,0.009642199781367917
190,0.021056672020535103
191,0.01969884871086796
192,0.005525427272601021
193,0.007189682892080324
194,0.03064564897882972
195,0.006042010903009979
196,0.024815022010841833
197,0.03712421546363494
198,0.02253738629976447
199,0.0045507983519053686
200,0.0308938155549886
201,0.02392811640829313
202,0.021628708005677136
203,0.030064736588257063
204,0.003152681114337652
205,0.030219373539716952
206,0.008351420487511895
207,0.007246729220644042
208,0.07380727139494898
209,0.018839729599857906
210,0.09041049942894229
211,0.02122216957108152
212,0.020769251557265514
213,0.008686085500968015
214,0.00667160209730575
215,0.08437513200694818
216,0.010771014557513843
217,0.015431700112689212
218,0.054590777755021226
219,0.03666603517863701
220,0.006004310528835192
221,0.05117012462314521
222,0.05167183984089525
223,0.02203737716367931
224,0.06255613394532482
